Company,Time Period,Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
SAP,More Than Six Months,HARD,Maximum Path Quality of a Graph,55.9,0.594874244,https://leetcode.com/problems/maximum-path-quality-of-a-graph,"Array, Backtracking, Graph"
Citrix,More Than Six Months,HARD,Maximum Performance of a Team,100.0,0.47517704,https://leetcode.com/problems/maximum-performance-of-a-team,"Array, Greedy, Sorting, Heap (Priority Queue)"
DE Shaw,More Than Six Months,HARD,Maximum Points After Collecting Coins From All Nodes,48.6,0.356210428,https://leetcode.com/problems/maximum-points-after-collecting-coins-from-all-nodes,"Array, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search, Memoization"
Rubrik,More Than Six Months,MEDIUM,Maximum Points After Enemy Battles,100.0,0.324432993,https://leetcode.com/problems/maximum-points-after-enemy-battles,"Array, Greedy"
Kakao,More Than Six Months,MEDIUM,Maximum Points in an Archery Competition,100.0,0.501831816,https://leetcode.com/problems/maximum-points-in-an-archery-competition,"Array, Backtracking, Bit Manipulation, Enumeration"
HashedIn,More Than Six Months,MEDIUM,Maximum Points Inside the Square,63.4,0.380620032,https://leetcode.com/problems/maximum-points-inside-the-square,"Array, Hash Table, String, Binary Search, Sorting"
DE Shaw,All,MEDIUM,Maximum Points Tourist Can Earn,79.6,0.458549037,https://leetcode.com/problems/maximum-points-tourist-can-earn,"Array, Dynamic Programming, Matrix"
Flipkart,More Than Six Months,MEDIUM,Maximum Points You Can Obtain from Cards,73.5,0.552987299,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,"Array, Sliding Window, Prefix Sum"
Zoho,More Than Six Months,EASY,Maximum Population Year,48.0,0.625507091,https://leetcode.com/problems/maximum-population-year,"Array, Counting, Prefix Sum"
Infosys,More Than Six Months,MEDIUM,Maximum Product After K Increments,52.2,0.422059547,https://leetcode.com/problems/maximum-product-after-k-increments,"Array, Greedy, Heap (Priority Queue)"
Roku,More Than Six Months,EASY,Maximum Product of Three Numbers,88.2,0.452668537,https://leetcode.com/problems/maximum-product-of-three-numbers,"Array, Math, Sorting"
J.P. Morgan,Six Months,EASY,Maximum Product of Two Elements in an Array,82.4,0.831760271,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,"Array, Sorting, Heap (Priority Queue)"
Hiver,More Than Six Months,MEDIUM,Maximum Product Subarray,100.0,0.347817491,https://leetcode.com/problems/maximum-product-subarray,"Array, Dynamic Programming"
Snowflake,More Than Six Months,MEDIUM,Maximum Profit From Trading Stocks,58.7,0.464773054,https://leetcode.com/problems/maximum-profit-from-trading-stocks,"Array, Dynamic Programming"
Zeta,More Than Six Months,HARD,Maximum Profit in Job Scheduling,100.0,0.543872453,https://leetcode.com/problems/maximum-profit-in-job-scheduling,"Array, Binary Search, Dynamic Programming, Sorting"
peak6,All,MEDIUM,Maximum Profit of Operating a Centennial Wheel,100.0,0.437939698,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel,"Array, Simulation"
IBM,More Than Six Months,MEDIUM,Maximum Profitable Triplets With Increasing Prices I,46.6,0.544540728,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-i,"Array, Binary Indexed Tree, Segment Tree"
IBM,More Than Six Months,HARD,Maximum Profitable Triplets With Increasing Prices II,37.8,0.455284553,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-ii,"Array, Binary Indexed Tree, Segment Tree"
Pure Storage,More Than Six Months,EASY,Maximum Repeating Substring,71.1,0.394765693,https://leetcode.com/problems/maximum-repeating-substring,"String, Dynamic Programming, String Matching"
Deutsche Bank,More Than Six Months,HARD,Maximum Running Time of N Computers,72.1,0.498476304,https://leetcode.com/problems/maximum-running-time-of-n-computers,"Array, Binary Search, Greedy, Sorting"
Hudson River Trading,More Than Six Months,HARD,Maximum Score From Grid Operations,88.9,0.240035605,https://leetcode.com/problems/maximum-score-from-grid-operations,"Array, Dynamic Programming, Matrix, Prefix Sum"
Swiggy,All,MEDIUM,Maximum Score From Removing Substrings,58.3,0.628402902,https://leetcode.com/problems/maximum-score-from-removing-substrings,"String, Stack, Greedy"
Sprinklr,Six Months,HARD,Maximum Score of Non-overlapping Intervals,100.0,0.305870041,https://leetcode.com/problems/maximum-score-of-non-overlapping-intervals,"Array, Binary Search, Dynamic Programming, Sorting"
Infosys,More Than Six Months,HARD,Maximum Score Words Formed by Letters,52.2,0.815650264,https://leetcode.com/problems/maximum-score-words-formed-by-letters,"Array, String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
Infosys,More Than Six Months,HARD,Maximum Segment Sum After Removals,52.2,0.482840608,https://leetcode.com/problems/maximum-segment-sum-after-removals,"Array, Union Find, Prefix Sum, Ordered Set"
IMC,More Than Six Months,MEDIUM,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,67.8,0.534630451,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,"Array, Binary Search, Matrix, Prefix Sum"
Palantir Technologies,More Than Six Months,MEDIUM,Maximum Size Subarray Sum Equals k,58.6,0.505804551,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,"Array, Hash Table, Prefix Sum"
Zomato,More Than Six Months,HARD,Maximum Spending After Buying Items,73.1,0.59810452,https://leetcode.com/problems/maximum-spending-after-buying-items,"Array, Greedy, Sorting, Heap (Priority Queue), Matrix"
Atlassian,More Than Six Months,MEDIUM,Maximum Square Area by Removing Fences From a Field,67.1,0.239418105,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field,"Array, Hash Table, Enumeration"
Akuna Capital,More Than Six Months,MEDIUM,Maximum Star Sum of a Graph,79.0,0.407143531,https://leetcode.com/problems/maximum-star-sum-of-a-graph,"Array, Greedy, Graph, Sorting, Heap (Priority Queue)"
DE Shaw,More Than Six Months,HARD,Maximum Strength of K Disjoint Subarrays,48.6,0.267200995,https://leetcode.com/problems/maximum-strength-of-k-disjoint-subarrays,"Array, Dynamic Programming, Prefix Sum"
ZScaler,More Than Six Months,EASY,Maximum Strong Pair XOR I,70.2,0.746300772,https://leetcode.com/problems/maximum-strong-pair-xor-i,"Array, Hash Table, Bit Manipulation, Trie, Sliding Window"
ZScaler,More Than Six Months,HARD,Maximum Strong Pair XOR II,70.2,0.30530278,https://leetcode.com/problems/maximum-strong-pair-xor-ii,"Array, Hash Table, Bit Manipulation, Trie, Sliding Window"
SAP,More Than Six Months,HARD,Maximum Students Taking Exam,55.9,0.520475561,https://leetcode.com/problems/maximum-students-taking-exam,"Array, Dynamic Programming, Bit Manipulation, Matrix, Bitmask"
Vimeo,Six Months,MEDIUM,Maximum Subarray,100.0,0.519741232,https://leetcode.com/problems/maximum-subarray,"Array, Divide and Conquer, Dynamic Programming"
Sprinklr,More Than Six Months,MEDIUM,Maximum Subarray Sum After One Operation,60.0,0.652338936,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation,"Array, Dynamic Programming"
Two Sigma,More Than Six Months,MEDIUM,Maximum Subarray Sum with One Deletion,59.1,0.450073997,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion,"Array, Dynamic Programming"
DE Shaw,More Than Six Months,MEDIUM,Maximum Subsequence Score,66.2,0.542282966,https://leetcode.com/problems/maximum-subsequence-score,"Array, Greedy, Sorting, Heap (Priority Queue)"
BlackRock,More Than Six Months,MEDIUM,Maximum Subtree of the Same Color,73.3,0.567410578,https://leetcode.com/problems/maximum-subtree-of-the-same-color,"Array, Dynamic Programming, Tree, Depth-First Search"
Zepto,More Than Six Months,HARD,Maximum Sum BST in Binary Tree,73.4,0.439162291,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
Two Sigma,More Than Six Months,MEDIUM,Maximum Sum Circular Subarray,59.1,0.474030603,https://leetcode.com/problems/maximum-sum-circular-subarray,"Array, Divide and Conquer, Dynamic Programming, Queue, Monotonic Queue"
PayPal,More Than Six Months,MEDIUM,Maximum Sum Obtained of Any Permutation,42.5,0.392257344,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation,"Array, Greedy, Sorting, Prefix Sum"
Nutanix,More Than Six Months,MEDIUM,Maximum Sum of an Hourglass,85.7,0.758231926,https://leetcode.com/problems/maximum-sum-of-an-hourglass,"Array, Matrix, Prefix Sum"
IBM,More Than Six Months,MEDIUM,Maximum Sum of Distinct Subarrays With Length K,65.4,0.426422966,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,"Array, Hash Table, Sliding Window"
Infosys,More Than Six Months,HARD,Maximum Sum of Subsequence With Non-adjacent Elements,62.9,0.15812311,https://leetcode.com/problems/maximum-sum-of-subsequence-with-non-adjacent-elements,"Array, Divide and Conquer, Dynamic Programming, Segment Tree"
KLA,More Than Six Months,MEDIUM,Maximum Swap,100.0,0.517995615,https://leetcode.com/problems/maximum-swap,"Math, Greedy"
eBay,More Than Six Months,MEDIUM,Maximum Tastiness of Candy Basket,63.3,0.658083331,https://leetcode.com/problems/maximum-tastiness-of-candy-basket,"Array, Binary Search, Greedy, Sorting"
Intuit,More Than Six Months,HARD,Maximum Total Beauty of the Gardens,48.6,0.299180764,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens,"Array, Two Pointers, Binary Search, Greedy, Sorting, Enumeration, Prefix Sum"
Citadel,More Than Six Months,MEDIUM,Maximum Total Damage With Spell Casting,53.9,0.275439815,https://leetcode.com/problems/maximum-total-damage-with-spell-casting,"Array, Hash Table, Two Pointers, Binary Search, Dynamic Programming, Sorting, Counting"
Hudson River Trading,More Than Six Months,MEDIUM,Maximum Total Importance of Roads,88.9,0.691540927,https://leetcode.com/problems/maximum-total-importance-of-roads,"Greedy, Graph, Sorting, Heap (Priority Queue)"
Mitsogo,More Than Six Months,MEDIUM,Maximum Total Reward Using Operations I,65.2,0.298291202,https://leetcode.com/problems/maximum-total-reward-using-operations-i,"Array, Dynamic Programming"
Mitsogo,More Than Six Months,HARD,Maximum Total Reward Using Operations II,65.2,0.205497984,https://leetcode.com/problems/maximum-total-reward-using-operations-ii,"Array, Dynamic Programming, Bit Manipulation"
josh technology,Six Months,MEDIUM,Maximum Twin Sum of a Linked List,82.4,0.813928678,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list,"Linked List, Two Pointers, Stack"
IBM,Six Months,EASY,Maximum Units on a Truck,80.2,0.741870623,https://leetcode.com/problems/maximum-units-on-a-truck,"Array, Greedy, Sorting"
Datadog,Three Months,HARD,Maximum Vacation Days,78.2,0.463126536,https://leetcode.com/problems/maximum-vacation-days,"Array, Dynamic Programming, Matrix"
TikTok,Six Months,MEDIUM,Maximum Value at a Given Index in a Bounded Array,71.7,0.388447718,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array,"Binary Search, Greedy"
Media.net,More Than Six Months,EASY,Maximum Value of an Ordered Triplet I,53.6,0.582988377,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-i,Array
Media.net,More Than Six Months,MEDIUM,Maximum Value of an Ordered Triplet II,53.6,0.567174342,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-ii,Array
LTI,Six Months,MEDIUM,Maximum White Tiles Covered by a Carpet,100.0,0.348325256,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum"
Flipkart,More Than Six Months,MEDIUM,Maximum Width of Binary Tree,53.2,0.439829399,https://leetcode.com/problems/maximum-width-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
Zepto,More Than Six Months,MEDIUM,Maximum Width Ramp,73.4,0.556913185,https://leetcode.com/problems/maximum-width-ramp,"Array, Two Pointers, Stack, Monotonic Stack"
American Express,More Than Six Months,MEDIUM,Maximum XOR After Operations ,61.7,0.792144162,https://leetcode.com/problems/maximum-xor-after-operations,"Array, Math, Bit Manipulation"
Directi,More Than Six Months,HARD,Maximum XOR of Two Non-Overlapping Subtrees,100.0,0.494252874,https://leetcode.com/problems/maximum-xor-of-two-non-overlapping-subtrees,"Tree, Depth-First Search, Graph, Trie"
Goldman Sachs,All,MEDIUM,Maximum XOR of Two Numbers in an Array,31.0,0.531665682,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,"Array, Hash Table, Bit Manipulation, Trie"
DE Shaw,More Than Six Months,MEDIUM,Median of a Row Wise Sorted Matrix,48.6,0.69650655,https://leetcode.com/problems/median-of-a-row-wise-sorted-matrix,"Array, Binary Search, Matrix"
PornHub,More Than Six Months,HARD,Median of Two Sorted Arrays,100.0,0.434889201,https://leetcode.com/problems/median-of-two-sorted-arrays,"Array, Binary Search, Divide and Conquer"
Turo,More Than Six Months,EASY,Meeting Rooms,88.1,0.5889815,https://leetcode.com/problems/meeting-rooms,"Array, Sorting"
Miro,More Than Six Months,MEDIUM,Meeting Rooms II,100.0,0.520800388,https://leetcode.com/problems/meeting-rooms-ii,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
TikTok,Six Months,HARD,Meeting Rooms III,61.4,0.439107873,https://leetcode.com/problems/meeting-rooms-iii,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation"
Datadog,Six Months,MEDIUM,Meeting Scheduler,79.9,0.552545539,https://leetcode.com/problems/meeting-scheduler,"Array, Two Pointers, Sorting"
Microsoft,Thirty Days,MEDIUM,Memoize,51.7,0.633508506,https://leetcode.com/problems/memoize,
Arista Networks,More Than Six Months,MEDIUM,Merge In Between Linked Lists,72.5,0.822489342,https://leetcode.com/problems/merge-in-between-linked-lists,Linked List
Applied Intuition,More Than Six Months,MEDIUM,Merge Intervals,100.0,0.491957093,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
Nykaa,More Than Six Months,HARD,Merge k Sorted Lists,100.0,0.564447601,https://leetcode.com/problems/merge-k-sorted-lists,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
josh technology,More Than Six Months,MEDIUM,Merge Nodes in Between Zeros,81.9,0.895394361,https://leetcode.com/problems/merge-nodes-in-between-zeros,"Linked List, Simulation"
Accolite,More Than Six Months,MEDIUM,Merge Operations to Turn Array Into a Palindrome,71.1,0.689548001,https://leetcode.com/problems/merge-operations-to-turn-array-into-a-palindrome,"Array, Two Pointers, Greedy"
Squarespace,Three Months,EASY,Merge Sorted Array,100.0,0.526798734,https://leetcode.com/problems/merge-sorted-array,"Array, Two Pointers, Sorting"
Wells Fargo,Six Months,EASY,Merge Strings Alternately,100.0,0.821931285,https://leetcode.com/problems/merge-strings-alternately,"Two Pointers, String"
MongoDB,More Than Six Months,EASY,Merge Two Binary Trees,92.1,0.786625428,https://leetcode.com/problems/merge-two-binary-trees,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
HPE,More Than Six Months,EASY,Merge Two Sorted Lists,100.0,0.66653817,https://leetcode.com/problems/merge-two-sorted-lists,"Linked List, Recursion"
DoorDash,More Than Six Months,MEDIUM,Mice and Cheese,29.6,0.470682661,https://leetcode.com/problems/mice-and-cheese,"Array, Greedy, Sorting, Heap (Priority Queue)"
Bosch,More Than Six Months,EASY,Middle of the Linked List,100.0,0.80399557,https://leetcode.com/problems/middle-of-the-linked-list,"Linked List, Two Pointers"
Accenture,More Than Six Months,EASY,Min Cost Climbing Stairs,40.1,0.670593632,https://leetcode.com/problems/min-cost-climbing-stairs,"Array, Dynamic Programming"
Directi,More Than Six Months,MEDIUM,Min Cost to Connect All Points,100.0,0.687485618,https://leetcode.com/problems/min-cost-to-connect-all-points,"Array, Union Find, Graph, Minimum Spanning Tree"
